movieId,movieLink,movieName,movieImage,movieEpisodeTotal,movieEpisodeCurrent
8986,https://phimmoichilla.net/info/gia-pm8986,Già,https://i0.wp.com/img.phimmoichilla.net/images/info/old-2021.jpg,1,HD-Vietsub
8987,https://phimmoichilla.net/info/can-phong-tu-than-pm8987,Căn phòng tử thần,https://i0.wp.com/img.phimmoichilla.net/images/info/escape-room.jpg,1,HD-Vietsub
8988,https://phimmoichilla.net/info/phim-giai-cuu-guy-free-guy-pm8988,Giải Cứu Guy,https://i0.wp.com/img.phimmoichilla.net/images/info/free-guy.jpg,1,HD-Vietsub
8989,https://phimmoichilla.net/info/hao-quang-pm8989,Hào Quang,https://i0.wp.com/img.phimmoichilla.net/images/info/the-justice-1.jpg,??,40
8990,https://phimmoichilla.net/info/ban-do-cua-nhung-dieu-nho-be-hoan-hao-pm8990,Bản Đồ Của Những Điều Nhỏ Bé Hoàn Hảo,https://i0.wp.com/img.phimmoichilla.net/images/info/the-map-of-tiny-perfect-things.jpg,1,HD-Vietsub
8992,https://phimmoichilla.net/info/con-moi-pm8992,Con Mồi,https://i0.wp.com/img.phimmoichilla.net/images/info/prey-2021.jpg,1,HD-Vietsub
8993,https://phimmoichilla.net/info/zack-snyders-justice-league-2021-pm8993,Liên Minh Công Lý: Phiên bản của Zack Snyder,https://i0.wp.com/img.phimmoichilla.net/images/info/zack-snyders-justice-league.jpg,1,HD-Vietsub
8994,https://phimmoichilla.net/info/lap-trinh-vien-dang-yeu-pm8994,Lập Trình Viên Đáng Yêu,https://i0.wp.com/img.phimmoichilla.net/images/info/cute-programmer.jpg,??,24
8995,https://phimmoichilla.net/info/ac-mong-khong-loi-thoat-pm8995,Ác Mộng Không Lối Thoát,https://i0.wp.com/img.phimmoichilla.net/images/info/no-one-gets-out-alive.jpg,1,HD-Vietsub
8996,https://phimmoichilla.net/info/anh-ay-la-tat-ca-pm8996,Anh Ấy Là Tất Cả,https://i0.wp.com/img.phimmoichilla.net/images/info/hes-all-that.jpg,1,HD-Vietsub
8997,https://phimmoichilla.net/info/yeu-co-ban-than-pm8997,Yêu Cô Bạn Thân,https://i0.wp.com/img.phimmoichilla.net/images/info/friendzone-2021.jpg,1,HD-Vietsub
8998,https://phimmoichilla.net/info/tong-dai-truy-vet-pm8998,Tổng Đài Truy Vết,https://i0.wp.com/img.phimmoichilla.net/images/info/the-guilty-2021.jpg,1,HD-Vietsub
8999,https://phimmoichilla.net/info/con-lac-ta-thuat-pm8999,Con Lắc Tà Thuật,https://i0.wp.com/img.phimmoichilla.net/images/info/the-hypnosis.jpg,1,HD-Vietsub
9000,https://phimmoichilla.net/info/cong-chua-yakuza-pm9000,Công Chúa Yakuza,https://i0.wp.com/img.phimmoichilla.net/images/info/yakuza-princess.jpg,1,Hoàn Tất(Vietsub Thuyết Minh)
9001,https://phimmoichilla.net/info/thu-pham-pm9001,Thủ Phạm,https://i0.wp.com/img.phimmoichilla.net/images/info/the-guilty.jpg,1,HD-Vietsub
9002,https://phimmoichilla.net/info/foundation-pm9002,Lực Lượng Nền Móng,https://i0.wp.com/img.phimmoichilla.net/images/info/foundation.jpg,??,10
9003,https://phimmoichilla.net/info/luyen-mo-pm9003,Luyến Mộ,https://i0.wp.com/img.phimmoichilla.net/images/info/the-kings-affection.jpg,??,16
9004,https://phimmoichilla.net/info/thay-phan-1-pm9004,Thấy (Phần 1),https://i0.wp.com/img.phimmoichilla.net/images/info/see-season-1.jpg,8,8
9005,https://phimmoichilla.net/info/thay-phan-2-pm9005,Thấy (Phần 2),https://i0.wp.com/img.phimmoichilla.net/images/info/see-season-2.jpg,8,8
9006,https://phimmoichilla.net/info/phim-the-medium-2022-pm9006,Thầy Cúng / Bà Đồng,https://i0.wp.com/img.phimmoichilla.net/images/info/the-medium.jpg,1,HD-Vietsub
9007,https://phimmoichilla.net/info/phap-y-tong-tu-pm9007,Pháp Y Tống Từ,https://i0.wp.com/img.phimmoichilla.net/images/info/forensic-medicine-song-ci.jpg,1,HD-Vietsub
9008,https://phimmoichilla.net/info/phap-y-tong-tu-2-tu-tong-toi-pm9008,Pháp Y Tống Từ 2 : Tứ Tông Tội,https://i0.wp.com/img.phimmoichilla.net/images/info/work-in-vain-song-ci.jpg,1,HD-Vietsub
9009,https://phimmoichilla.net/info/dia-nguc-dam-mau-pm9009,Địa Ngục Đẫm Máu,https://i0.wp.com/img.phimmoichilla.net/images/info/bloody-hell.jpg,1,HD-Vietsub
9010,https://phimmoichilla.net/info/tay-du-ky-tai-the-yeu-vuong-pm9010,Tây Du Ký Tái Thế Yêu Vương,https://i0.wp.com/img.phimmoichilla.net/images/info/monkey-king-reborn.jpg,1,HD-Vietsub
9011,https://phimmoichilla.net/info/tap-lam-nguoi-xau-phan-1-pm9011,Tập Làm Người Xấu (Phần 1),https://i0.wp.com/img.phimmoichilla.net/images/info/breaking-bad-season-1.jpg,7,7
9012,https://phimmoichilla.net/info/tap-lam-nguoi-xau-phan-2-pm9012,Tập Làm Người Xấu (Phần 2),https://i0.wp.com/img.phimmoichilla.net/images/info/breaking-bad-season-2.jpg,??,13
9013,https://phimmoichilla.net/info/tap-lam-nguoi-xau-phan-3-pm9013,Tập Làm Người Xấu (Phần 3),https://i0.wp.com/img.phimmoichilla.net/images/info/breaking-bad-season-3.jpg,??,13
9014,https://phimmoichilla.net/info/tap-lam-nguoi-xau-phan-4-pm9014,Tập Làm Người Xấu (Phần 4),https://i0.wp.com/img.phimmoichilla.net/images/info/breaking-bad-season-4.jpg,??,13
9015,https://phimmoichilla.net/info/nuot-troi-pm9015,Nuốt Trôi,https://i0.wp.com/img.phimmoichilla.net/images/info/swallow.jpg,1,HD-Vietsub
9016,https://phimmoichilla.net/info/mua-he-chua-toi-pm9016,Mùa Hè Chưa Tới,https://i0.wp.com/img.phimmoichilla.net/images/info/upcoming-summer.jpg,1,HD-Vietsub
9017,https://phimmoichilla.net/info/ban-toi-chet-ca-roi-pm9017,Bạn Tôi Chết Cả Rồi,https://i0.wp.com/img.phimmoichilla.net/images/info/all-my-friends-are-dead.jpg,1,HD-Vietsub
9018,https://phimmoichilla.net/info/doi-dac-nhiem-sieu-dang-pm9018,Đội Đặc Nhiệm Siêu Đẳng,https://i0.wp.com/img.phimmoichilla.net/images/info/paw-patrol-the-movie.jpg,1,HD-Vietsub
9019,https://phimmoichilla.net/info/thien-tai-bi-lang-quen-pm9019,Thiên Tài Bị Lãng Quên,https://i0.wp.com/img.phimmoichilla.net/images/info/tesla.jpg,1,HD-Vietsub
9020,https://phimmoichilla.net/info/khach-san-tu-thi-pm9020,Khách Sạn Tử Thi,https://i0.wp.com/img.phimmoichilla.net/images/info/cadaver.jpg,1,HD-Vietsub
9021,https://phimmoichilla.net/info/khi-dot-ivan-pm9021,Khỉ Đột Ivan,https://i0.wp.com/img.phimmoichilla.net/images/info/the-one-and-only-ivan.jpg,1,HD-Vietsub
9022,https://phimmoichilla.net/info/sang-nhu-trang-trong-may-pm9022,Sáng Như Trăng Trong Mây,https://i0.wp.com/img.phimmoichilla.net/images/info/bright-as-the-moon.jpg,??,34
9023,https://phimmoichilla.net/info/diep-van-tong-su-thuc-tinh-pm9023,Diệp Vấn: Tông Sư Thức Tỉnh,https://i0.wp.com/img.phimmoichilla.net/images/info/ip-man-the-awakening-master.jpg,1,HD-Vietsub
9024,https://phimmoichilla.net/info/ke-bao-thu-cuoi-cung-pm9024,Kẻ Báo Thù Cuối Cùng,https://i0.wp.com/img.phimmoichilla.net/images/info/last-man-down.jpg,1,HD-Vietsub
9025,https://phimmoichilla.net/info/goi-quy-pm9025,Gọi Quỷ,https://i0.wp.com/img.phimmoichilla.net/images/info/demonic.jpg,1,HD-Vietsub
9026,https://phimmoichilla.net/info/linh-hon-cua-buoi-tiec-pm9026,Linh Hồn Của Buổi Tiệc,https://i0.wp.com/img.phimmoichilla.net/images/info/afterlife-of-the-party.jpg,1,HD-Vietsub
9027,https://phimmoichilla.net/info/bach-xa-2-thanh-xa-kiep-khoi-pm9027,Bạch Xà 2: Thanh Xà Kiếp Khởi,https://i0.wp.com/img.phimmoichilla.net/images/info/white-snake-2-green-snake.jpg,1,HD-Vietsub
9028,https://phimmoichilla.net/info/nhiem-vu-bi-mat-pm9028,Nhiệm Vụ Bí Mật,https://i0.wp.com/img.phimmoichilla.net/images/info/cliff-walkers.jpg,1,HD-Thuyết Minh
9029,https://phimmoichilla.net/info/thanh-le-ac-mong-pm9029,Thánh Lễ Ác Mộng,https://i0.wp.com/img.phimmoichilla.net/images/info/midnight-mass.jpg,??,7
9030,https://phimmoichilla.net/info/no-hoa-pm9030,Nộ Hỏa,https://i0.wp.com/img.phimmoichilla.net/images/info/raging-fire.jpg,1,HD-Vietsub
9031,https://phimmoichilla.net/info/co-ai-do-trong-ngoi-nha-pm9031,Có Ai Đó Trong Ngôi Nhà,https://i0.wp.com/img.phimmoichilla.net/images/info/theres-someone-inside-your-house.jpg,1,HD-Vietsub
9032,https://phimmoichilla.net/info/xanh-tham-pm9032,Xanh Thẳm,https://i0.wp.com/img.phimmoichilla.net/images/info/grand-blue-live-action.jpg,1,HD-Vietsub
9033,https://phimmoichilla.net/info/ngoi-nha-ve-dem-pm9033,Ngôi Nhà Về Đêm,https://i0.wp.com/img.phimmoichilla.net/images/info/the-night-house.jpg,1,HD-Vietsub
9034,https://phimmoichilla.net/info/thuy-quai-2-rung-go-mun-pm9034,Thủy Quái 2: Rừng Gỗ Mun,https://i0.wp.com/img.phimmoichilla.net/images/info/water-monster-2.jpg,1,HD-Vietsub
9035,https://phimmoichilla.net/info/nu-thanh-tra-tai-ba-pm9035,Nữ Thanh Tra Tài Ba,https://i0.wp.com/img.phimmoichilla.net/images/info/one-the-woman.jpg,??,8
9036,https://phimmoichilla.net/info/dang-cap-thuong-luu-pm9036,Đẳng Cấp Thượng Lưu,https://i0.wp.com/img.phimmoichilla.net/images/info/high-class.jpg,??,13
9037,https://phimmoichilla.net/info/dau-dang-giang-ho-ngoai-truyen-ke-lang-thang-pm9037,Đầu Đảng Giang Hồ Ngoại Truyện: Kẻ Lang Thang,https://i0.wp.com/img.phimmoichilla.net/images/info/gatao-the-last-stray.jpg,1,HD-Vietsub
9038,https://phimmoichilla.net/info/duong-ba-ho-doi-trang-thay-den-pm9038,Đường Bá Hổ Đổi Trắng Thay Đen,https://i0.wp.com/img.phimmoichilla.net/images/info/the-story-of-tangbohu.jpg,1,HD-Vietsub
9039,https://phimmoichilla.net/info/the-gioi-trang-den-pm9039,Thế Giới Trắng Đen,https://i0.wp.com/img.phimmoichilla.net/images/info/jagame-thandhiram.jpg,1,HD-Vietsub
9040,https://phimmoichilla.net/info/cong-vien-luna-pm9040,Công Viên Luna,https://i0.wp.com/img.phimmoichilla.net/images/info/luna-park.jpg,??,6
9041,https://phimmoichilla.net/info/muc-da-quy-su-quan-son-thai-bao-pm9041,Mục Dã Quỷ Sự: Quan Sơn Thái Bảo,https://i0.wp.com/img.phimmoichilla.net/images/info/the-legend-of-muye-tomb-seeking-master.jpg,1,HD-Vietsub
9042,https://phimmoichilla.net/info/ran-vo-pm9042,Rạn Vỡ,https://i0.wp.com/img.phimmoichilla.net/images/info/fractured.jpg,1,HD-Vietsub
9043,https://phimmoichilla.net/info/nu-sat-thu-pm9043,Nữ Sát Thủ,https://i0.wp.com/img.phimmoichilla.net/images/info/the-protege.jpg,1,HD-Vietsub
9044,https://phimmoichilla.net/info/injustice-pm9044,Injustice,https://i0.wp.com/img.phimmoichilla.net/images/info/injustice.jpg,1,HD-Vietsub
9045,https://phimmoichilla.net/info/gia-dinh-addams-2-pm9045,Gia Đình Addams 2,https://i0.wp.com/img.phimmoichilla.net/images/info/the-addams-family-2.jpg,1,HD-Vietsub
9046,https://phimmoichilla.net/info/gia-dinh-addams-pm9046,Gia Đình Addams,https://i0.wp.com/img.phimmoichilla.net/images/info/the-addams-family.jpg,1,HD-Vietsub
9047,https://phimmoichilla.net/info/tinh-yeu-va-tinh-than-pm9047,Tình Yêu Và Tình Thân,https://i0.wp.com/img.phimmoichilla.net/images/info/my-brother-my-sister.jpg,1,HD-Vietsub
9048,https://phimmoichilla.net/info/bang-cuop-bit-mat-pm9048,Băng Cướp Bịt Mặt,https://i0.wp.com/img.phimmoichilla.net/images/info/masquerade.jpg,1,HD-Vietsub
9049,https://phimmoichilla.net/info/tro-choi-vuong-quyen-5-pm9049,Trò Chơi Vương Quyền 5,https://i0.wp.com/img.phimmoichilla.net/images/info/game-of-thrones-5.jpg,10,10
9050,https://phimmoichilla.net/info/avatar-2-pm9050,Avatar 2,https://i0.wp.com/img.phimmoichilla.net/images/info/avatar-2-dong-chay-cua-nuoc-1.jpg,1,TS - Vietsub
9051,https://phimmoichilla.net/info/bau-troi-ruc-do-pm9051,Bầu Trời Rực Đỏ,https://i0.wp.com/img.phimmoichilla.net/images/info/lovers-of-the-red-sky.jpg,32,32
9053,https://phimmoichilla.net/info/tay-sung-bi-an-pm9053,Tay Súng Bí Ẩn,https://i0.wp.com/img.phimmoichilla.net/images/info/old-henry.jpg,1,Hoàn Tất(Vietsub)
9054,https://phimmoichilla.net/info/thanh-guom-diet-quy-dinh-thu-tsuzumi-pm9054,Thanh Gươm Diệt Quỷ: Dinh Thự Tsuzumi,https://i0.wp.com/img.phimmoichilla.net/images/info/demon-slayer-kimetsu-no-yaiba-tsuzumi-mansion-arc.jpg,1,HD-Vietsub
9055,https://phimmoichilla.net/info/pokemon-bi-mat-rung-ram-ban-dien-anh-pm9055,Pokemon : Bí Mật Rừng Rậm (Bản Điện Ảnh),https://i0.wp.com/img.phimmoichilla.net/images/info/pokemon-the-movie-secrets-of-the-jungle.jpg,1,HD-Vietsub
9056,https://phimmoichilla.net/info/ho-sut-pm9056,Hố Sụt,https://i0.wp.com/img.phimmoichilla.net/images/info/sinkhole.jpg,1,HD-Vietsub
9057,https://phimmoichilla.net/info/thanh-guom-diet-quy-chuyen-tau-vo-tan-tv-pm9057,Thanh Gươm Diệt Quỷ: Chuyến Tàu Vô Tận TV,https://i0.wp.com/img.phimmoichilla.net/images/info/kimetsu-no-yaiba-mugen-ressha-hen-tv.jpg,??,6
9058,https://phimmoichilla.net/info/neu-khong-the-co-tinh-yeu-toi-muon-co-quyen-luc-pm9058,"Nếu Không Thể Có Tình Yêu, Tôi Muốn Có Quyền Lực",https://i0.wp.com/img.phimmoichilla.net/images/info/if-i-cant-have-love-i-want-power.jpg,1,HD-Vietsub
9059,https://phimmoichilla.net/info/misha-va-bay-soi-pm9059,Misha Và Bầy Sói,https://i0.wp.com/img.phimmoichilla.net/images/info/misha-and-the-wolves.jpg,1,HD-Vietsub
9060,https://phimmoichilla.net/info/ao-mong-ma-quai-pm9060,Ảo mộng ma quái,https://i0.wp.com/img.phimmoichilla.net/images/info/fever-dream.jpg,1,HD-Vietsub
9061,https://phimmoichilla.net/info/tap-lam-nguoi-xau-phan-5-pm9061,Tập Làm Người Xấu (Phần 5),https://i0.wp.com/img.phimmoichilla.net/images/info/breaking-bad-season-5.jpg,??,16
9062,https://phimmoichilla.net/info/may-dem-the-pm9062,Máy Đếm Thẻ,https://i0.wp.com/img.phimmoichilla.net/images/info/the-card-counter.jpg,1,HD-Vietsub
9063,https://phimmoichilla.net/info/so-canh-sat-pm9063,Sở Cảnh Sát,https://i0.wp.com/img.phimmoichilla.net/images/info/copshop.jpg,1,Hoàn Tất (Vietsub)
9064,https://phimmoichilla.net/info/thoat-khoi-mogadishu-pm9064,Thoát khỏi Mogadishu,https://i0.wp.com/img.phimmoichilla.net/images/info/escape-from-mogadishu.jpg,1,Hoàn Tất (Vietsub)
9065,https://phimmoichilla.net/info/dem-giao-thua-pm9065,Đêm Giao Thừa,https://i0.wp.com/img.phimmoichilla.net/images/info/new-year-blues.jpg,1,HD-Vietsub
9066,https://phimmoichilla.net/info/phi-long-qua-giang-pm9066,Phì Long Quá Giang,https://i0.wp.com/img.phimmoichilla.net/images/info/enter-the-fat-dragon.jpg,1,HD-Vietsub
9067,https://phimmoichilla.net/info/hanh-tinh-cat-dune-pm9067,Dune: Hành tinh cát,https://i0.wp.com/img.phimmoichilla.net/images/info/dune.jpg,1,Hoàn Tất (Vietsub)
9068,https://phimmoichilla.net/info/nhung-vi-thanh-cua-newark-pm9068,Những Vị Thánh Của Newark,https://i0.wp.com/img.phimmoichilla.net/images/info/the-many-saints-of-newark.jpg,1,HD-Vietsub
9069,https://phimmoichilla.net/info/robot-dai-chien-bumblebee-pm9069,Robot Đại Chiến : Bumblebee,https://i0.wp.com/img.phimmoichilla.net/images/info/bumblebee.jpg,1,HD-Vietsub
9070,https://phimmoichilla.net/info/di-that-xa-pm9070,Đi Thật Xa,https://i0.wp.com/img.phimmoichilla.net/images/info/come-away.jpg,1,HD-Vietsub
9071,https://phimmoichilla.net/info/han-thu-pm9071,Hận Thù,https://i0.wp.com/img.phimmoichilla.net/images/info/grudge-kin.jpg,1,HD-Vietsub
9072,https://phimmoichilla.net/info/hanh-dong-san-ban-pm9072,Hành Động Săn Bắn,https://i0.wp.com/img.phimmoichilla.net/images/info/the-hunting-operation.jpg,1,HD-Vietsub
9073,https://phimmoichilla.net/info/ao-thuat-su-pm9073,Ảo Thuật Sư,https://i0.wp.com/img.phimmoichilla.net/images/info/the-oriental-illusionist.jpg,1,HD-Vietsub
9074,https://phimmoichilla.net/info/my-name-pm9074,My Name,https://i0.wp.com/img.phimmoichilla.net/images/info/my-name.jpg,8,8
9075,https://phimmoichilla.net/info/quy-ba-claude-pm9075,Quý Bà Claude,https://i0.wp.com/img.phimmoichilla.net/images/info/madame-claude.jpg,1,HD-Vietsub
9076,https://phimmoichilla.net/info/giac-mong-tay-du-4-phuc-ma-ky-pm9076,Giấc Mộng Tây Du 4: Phục Ma Ký,https://i0.wp.com/img.phimmoichilla.net/images/info/dream-journey-4-biography-of-demon.jpg,1,HD-Vietsub
9077,https://phimmoichilla.net/info/dat-va-mau-pm9077,Đất Và Máu,https://i0.wp.com/img.phimmoichilla.net/images/info/earth-and-blood.jpg,1,HD-Vietsub
9078,https://phimmoichilla.net/info/tran-chien-song-scheldt-pm9078,Trận chiến sông Scheldt,https://i0.wp.com/img.phimmoichilla.net/images/info/the-forgotten-battle.jpg,1,HD-Vietsub
9079,https://phimmoichilla.net/info/tyler-rake-nhiem-vu-giai-cuu-pm9079,Tyler Rake: Nhiệm vụ giải cứu,https://i0.wp.com/img.phimmoichilla.net/images/info/extraction-2020.jpg,1,HD-Vietsub
9080,https://phimmoichilla.net/info/doan-bang-kinh-hoang-94-pm9080,Đoạn Băng Kinh Hoàng 94,https://i0.wp.com/img.phimmoichilla.net/images/info/vhs94.jpg,1,HD-Vietsub
9081,https://phimmoichilla.net/info/gia-nam-truyen-mo-nam-chi-pm9081,Gia Nam Truyện/ Mộ Nam Chi,https://i0.wp.com/img.phimmoichilla.net/images/info/rebirth-for-you.jpg,??,28
9082,https://phimmoichilla.net/info/lat-mat-pm9082,Lật mặt,https://i0.wp.com/img.phimmoichilla.net/images/info/face-off.jpg,1,HD-Vietsub
9083,https://phimmoichilla.net/info/sat-nhan-halloween-pm9083,Sát Nhân Halloween,https://i0.wp.com/img.phimmoichilla.net/images/info/halloween-kills.jpg,1,HD-Vietsub
9084,https://phimmoichilla.net/info/cac-te-bao-cua-yumi-pm9084,Các Tế Bào Của Yumi,https://i0.wp.com/img.phimmoichilla.net/images/info/yumis-cells.jpg,??,12
9085,https://phimmoichilla.net/info/to-cao-cap-mot-pm9085,Tố Cáo Cấp Một,https://i0.wp.com/img.phimmoichilla.net/images/info/the-attorney.jpg,1,HD-Vietsub
9086,https://phimmoichilla.net/info/co-huong-pm9086,Cố Hương,https://i0.wp.com/img.phimmoichilla.net/images/info/hometown.jpg,??,11
9087,https://phimmoichilla.net/info/canh-bao-pm9087,Cảnh Báo,https://i0.wp.com/img.phimmoichilla.net/images/info/warning.jpg,1,HD-Vietsub
9088,https://phimmoichilla.net/info/the-gioi-khong-tinh-yeu-pm9088,Thế Giới Không Tình Yêu,https://i0.wp.com/img.phimmoichilla.net/images/info/a-world-without.jpg,1,HD-Vietsub
9089,https://phimmoichilla.net/info/an-mang-w-pm9089,Án Mạng W,https://i0.wp.com/img.phimmoichilla.net/images/info/in-for-a-murder-w-jak-morderstwo.jpg,1,HD-Vietsub
9090,https://phimmoichilla.net/info/nanh-sac-trong-dem-pm9090,Nanh Sắc Trong Đêm,https://i0.wp.com/img.phimmoichilla.net/images/info/night-teeth.jpg,1,HD-Vietsub
9091,https://phimmoichilla.net/info/chien-dich-hyacinth-pm9091,Chiến dịch Hyacinth,https://i0.wp.com/img.phimmoichilla.net/images/info/operation-hyacinth.jpg,1,HD-Vietsub
9092,https://phimmoichilla.net/info/so-8-duong-nhan-dao-pm9092,Số 8 Đường Nhân Đạo,https://i0.wp.com/img.phimmoichilla.net/images/info/stuck-together.jpg,1,HD-Vietsub
9093,https://phimmoichilla.net/info/show-me-the-ghost-pm9093,Hiện Ra Nào Ma Kia,https://i0.wp.com/img.phimmoichilla.net/images/info/show-me-the-ghost.jpg,1,HD-Vietsub
9094,https://phimmoichilla.net/info/quai-vat-tien-sinh-pm9094,Quái Vật Tiên Sinh,https://i0.wp.com/img.phimmoichilla.net/images/info/monster-run.jpg,1,HD-Vietsub
9095,https://phimmoichilla.net/info/hue-nhan-pm9095,Huệ Nhãn,https://i0.wp.com/img.phimmoichilla.net/images/info/duang-tah-tee-sarm.jpg,??,14
9096,https://phimmoichilla.net/info/batman-vach-tran-su-that-pm9096,Người Dơi,https://i0.wp.com/img.phimmoichilla.net/images/info/the-batman.jpg,1,Bản Đẹp HD
9097,https://phimmoichilla.net/info/bach-xa-duyen-khoi-pm9097,Bạch Xà: Duyên Khởi,https://i0.wp.com/img.phimmoichilla.net/images/info/white-snake.jpg,1,HD-Vietsub
9098,https://phimmoichilla.net/info/sat-nhan-trong-bong-toi-2-pm9098,Sát Nhân Trong Bóng Tối 2,https://i0.wp.com/img.phimmoichilla.net/images/info/dont-breathe-2-2021.jpg,1,HD-Vietsub
9099,https://phimmoichilla.net/info/tuyen-dau-chong-dich-pm9099,Tuyến Đầu Chống Dịch,https://i0.wp.com/img.phimmoichilla.net/images/info/frontliner.jpg,1,HD-Vietsub
9100,https://phimmoichilla.net/info/ma-bup-be-chucky-pm9100,Ma Búp Bê Chucky,https://i0.wp.com/img.phimmoichilla.net/images/info/chucky.jpg,8,8
9101,https://phimmoichilla.net/info/gia-toc-gaunt-hoi-ky-cua-chua-te-voldemort-pm9101,Gia Tộc Gaunt: Hồi Ký Của Chúa Tể Voldemort,https://i0.wp.com/img.phimmoichilla.net/images/info/the-house-of-gaunt-lord-voldemort-origins.jpg,1,HD-Vietsub
9102,https://phimmoichilla.net/info/tu-khi-co-anh-pm9102,Từ Khi Có Anh,https://i0.wp.com/img.phimmoichilla.net/images/info/after-2019.jpg,1,HD-Vietsub
9103,https://phimmoichilla.net/info/tu-khi-chung-ta-tan-vo-2-pm9103,Từ Khi Chúng Ta Tan Vỡ 2,https://i0.wp.com/img.phimmoichilla.net/images/info/after-we-collided-2.jpg,1,HD-Vietsub
9104,https://phimmoichilla.net/info/tu-khi-chung-ta-tan-vo-3-pm9104,Từ Khi Chúng Ta Tan Vỡ 3,https://i0.wp.com/img.phimmoichilla.net/images/info/after-we-fell-3.jpg,1,HD-Vietsub
9105,https://phimmoichilla.net/info/ca-map-su-khoi-dau-pm9105,Cá Mập: Sự Khởi Đầu,https://i0.wp.com/img.phimmoichilla.net/images/info/shark-the-beginning.jpg,1,HD-Vietsub
9106,https://phimmoichilla.net/info/chi-la-quan-he-hon-nhan-pm9106,Chỉ Là Quan Hệ Hôn Nhân,https://i0.wp.com/img.phimmoichilla.net/images/info/once-we-get-married.jpg,??,24
9107,https://phimmoichilla.net/info/nam-bien-dong-pm9107,Năm Biến Động,https://i0.wp.com/img.phimmoichilla.net/images/info/1921.jpg,1,HD-Vietsub
9108,https://phimmoichilla.net/info/lang-khach-kenshin-2-dai-hoa-kyoto-pm9108,Lãng khách Kenshin 2: Đại Hỏa Kyoto,https://i0.wp.com/img.phimmoichilla.net/images/info/rurouni-kenshin-kyoto-inferno.jpg,1,HD-Vietsub
9109,https://phimmoichilla.net/info/lang-khach-kenshin-khoi-dau-pm9109,Lãng Khách Kenshin: Khởi Đầu,https://i0.wp.com/img.phimmoichilla.net/images/info/rurouni-kenshin-the-beginning.jpg,1,HD-Vietsub
9110,https://phimmoichilla.net/info/lang-khach-kenshin-hoi-ket-pm9110,Lãng khách Kenshin: Hồi kết,https://i0.wp.com/img.phimmoichilla.net/images/info/rurouni-kenshin-the-final.jpg,1,HD-Vietsub
9111,https://phimmoichilla.net/info/me-toi-ganh-doi-pm9111,Mẹ Tôi Gánh Đội,https://i0.wp.com/img.phimmoichilla.net/images/info/mother-gamer.jpg,1,HD-Vietsub
9112,https://phimmoichilla.net/info/cuoc-chien-chong-xam-lang-mien-nhiet-doi-pm9112,Cuộc Chiến Chống Xâm Lăng: Miền Nhiệt Đới,https://i0.wp.com/img.phimmoichilla.net/images/info/occupation-rainfall.jpg,1,HD-Vietsub
9113,https://phimmoichilla.net/info/tan-truong-hoc-uy-long-pm9113,Tân Trường Học Uy Long,https://i0.wp.com/img.phimmoichilla.net/images/info/fight-back-to-school.jpg,1,HD-Vietsub
9114,https://phimmoichilla.net/info/f20-pm9114,F20,https://i0.wp.com/img.phimmoichilla.net/images/info/f20.jpg,1,HD-Trailer
9115,https://phimmoichilla.net/info/gac-pm9115,Gạc,https://i0.wp.com/img.phimmoichilla.net/images/info/antlers.jpg,1,HD-Trailer
9116,https://phimmoichilla.net/info/nu-hoang-lua-dao-pm9116,Nữ Hoàng Lừa Đảo,https://i0.wp.com/img.phimmoichilla.net/images/info/queenpins-2021.jpg,1,HD-Vietsub
9117,https://phimmoichilla.net/info/ke-cap-gap-ba-gia-pm9117,Kẻ Cắp Gặp Bà Già,https://i0.wp.com/img.phimmoichilla.net/images/info/the-ladykillers.jpg,1,HD-Vietsub
9118,https://phimmoichilla.net/info/cuoc-phieu-luu-cua-hugo-pm9118,Cuộc Phiêu Lưu Của Hugo,https://i0.wp.com/img.phimmoichilla.net/images/info/hugo.jpg,1,HD-Vietsub
9119,https://phimmoichilla.net/info/bi-an-nui-jiri-pm9119,Bí Ẩn Núi Jiri,https://i0.wp.com/img.phimmoichilla.net/images/info/jirisan.jpg,??,2
9120,https://phimmoichilla.net/info/maya-va-ba-chien-binh-huyen-thoai-pm9120,Maya Và Ba Chiến Binh Huyền Thoại,https://i0.wp.com/img.phimmoichilla.net/images/info/maya-and-the-three.jpg,9,9
9121,https://phimmoichilla.net/info/nu-tinh-bao-pm9121,Nữ Tình Báo,https://i0.wp.com/img.phimmoichilla.net/images/info/the-east.jpg,1,HD-Vietsub
9122,https://phimmoichilla.net/info/tan-tich-cay-an-thit-nguoi-pm9122,Tàn Tích / Cây Ăn Thịt Người,https://i0.wp.com/img.phimmoichilla.net/images/info/the-ruins.jpg,1,HD-Vietsub
9123,https://phimmoichilla.net/info/da-quy-rung-sau-pm9123,Dạ Quỷ Rừng Sâu,https://i0.wp.com/img.phimmoichilla.net/images/info/the-widow.jpg,1,HD-Vietsub
9124,https://phimmoichilla.net/info/tham-tu-lung-danh-conan-vien-dan-do-pm9124,Thám tử lừng danh Conan: Viên đạn đỏ,https://i0.wp.com/img.phimmoichilla.net/images/info/detective-conan-the-scarlet-bullet.jpg,1,HD-Vietsub
9125,https://phimmoichilla.net/info/nhung-chu-chim-gian-du-2-pm9125,Những Chú Chim Giận Dữ 2,https://i0.wp.com/img.phimmoichilla.net/images/info/the-angry-birds-movie-2.jpg,1,HD-Vietsub
