movieId,movieLink,movieName,movieImage,movieEpisodeTotal,movieEpisodeCurrent
2292,https://phimmoichilla.net/info/trung-phat-toi-ac-pm2292,Trừng Phạt Tội Ác,https://i0.wp.com/img.phimmoichilla.net/images/film/trung-phat-toi-ac-201608980.jpg,1,HD VietSub
2293,https://phimmoichilla.net/info/ho-chua-pm2293,Hổ Chúa,https://i0.wp.com/img.phimmoichilla.net/images/film/ho-chua-201608894.jpg,1,HD Thuyết Minh
2294,https://phimmoichilla.net/info/nguoi-me-hoan-hao-pm2294,Người Mẹ Hoàn Hảo,https://i0.wp.com/img.phimmoichilla.net/images/film/nguoi-me-hoan-hao-201609970.jpg,1,HD Thuyết Minh
2295,https://phimmoichilla.net/info/tien-ban-pm2295,Tiền Bẩn,https://i0.wp.com/img.phimmoichilla.net/images/film/money-201610784.jpg,1,HD Trailer
2296,https://phimmoichilla.net/info/bo-tu-lua-dao-pm2296,Bộ Tứ Lừa Đảo,https://i0.wp.com/img.phimmoichilla.net/images/film/thien-tai-lua-dao-201607646.jpg,1,HD VietSub + Thuyết Minh
2297,https://phimmoichilla.net/info/lac-trong-rung-sau-pm2297,Lạc Trong Rừng Sâu,https://i0.wp.com/img.phimmoichilla.net/images/film/lac-trong-rung-sau-201609924.jpg,1,HD Thuyết Minh
2298,https://phimmoichilla.net/info/am-anh-kinh-hoang-2-pm2298,Ám Ảnh Kinh Hoàng 2,https://i0.wp.com/img.phimmoichilla.net/images/film/am-anh-kinh-hoang-2-201603940.jpg,1,HD VietSub
2299,https://phimmoichilla.net/info/thi-tran-chi-co-minh-toi-pm2299,Thị Trấn Chỉ Có Mình Tôi,https://i0.wp.com/img.phimmoichilla.net/images/film/thi-tran-noi-chi-minh-toi-201608713.jpg,1,HD VietSub
2300,https://phimmoichilla.net/info/chuyen-tinh-ma-quy-pm2300,Chuyện Tình Ma Quỷ,https://i0.wp.com/img.phimmoichilla.net/images/film/chuyen-tinh-ma-quy-hong-kong-ghost-stories-201608623.jpg,1,HD VietSub
2301,https://phimmoichilla.net/info/yeu-tinh-pm2301,Yêu Tinh,https://i0.wp.com/img.phimmoichilla.net/images/film/yeu-tinh-201608827.jpg,1,HD Thuyết Minh
2302,https://phimmoichilla.net/info/harry-potter-and-the-sorcerers-stone-pm2302,Harry Potter Và Hòn Đá Phù Thủy,https://i0.wp.com/img.phimmoichilla.net/images/info/harry-potter-1-harry-potter-and-the-sorcerers-stone.jpg,1,Bản Đẹp 1080P
2303,https://phimmoichilla.net/info/tau-thoat-trong-dem-pm2303,Tẩu Thoát Trong Đêm,https://i0.wp.com/img.phimmoichilla.net/images/film/tau-thoat-trong-dem-201608192.jpg,1,HD Thuyết Minh
2304,https://phimmoichilla.net/info/phi-hanh-doan-dung-cam-pm2304,Phi Hành Đoàn Dũng Cảm,https://i0.wp.com/img.phimmoichilla.net/images/film/phi-hanh-doan-dung-cam-201608283.jpg,1,HD VietSub + Thuyết Minh
2305,https://phimmoichilla.net/info/chuyen-tinh-sat-thu-pm2305,Chuyện Tình Sát Thủ,https://i0.wp.com/img.phimmoichilla.net/images/film/chuyen-tinh-sat-thu-201608487.jpg,1,HD Thuyết Minh
2306,https://phimmoichilla.net/info/toi-nay-co-ay-den-pm2306,Tối Nay Cô Ấy Đến,https://i0.wp.com/img.phimmoichilla.net/images/film/to-night-1-201708803.jpg,1,HD VietSub
2307,https://phimmoichilla.net/info/ke-tron-chay-pm2307,Kẻ Trốn Chạy,https://i0.wp.com/img.phimmoichilla.net/images/film/ke-tron-chay-201608871.jpg,1,HD VietSub
2308,https://phimmoichilla.net/info/phim-cong-chua-mononoke-pm2308,Công Chúa Mononoke,https://i0.wp.com/img.phimmoichilla.net/images/film/comh-chua-mono-1-201708158.jpg,1,HD VietSub
2309,https://phimmoichilla.net/info/roi-tu-do-pm2309,Rơi Tự Do,https://i0.wp.com/img.phimmoichilla.net/images/film/roi-tu-do-free-fall-201608816.jpg,1,HD VietSub
2310,https://phimmoichilla.net/info/phi-vu-the-ky-2-pm2310,Phi Vụ Thế Kỷ 2,https://i0.wp.com/img.phimmoichilla.net/images/film/phi-vu-the-ky-201608352.jpg,1,HD VietSub + Thuyết Minh
2311,https://phimmoichilla.net/info/taxi-bat-coc-pm2311,Taxi Bắt Cóc,https://i0.wp.com/img.phimmoichilla.net/images/film/taxi-bat-coc-the-millionaire-tour-201608241.jpg,1,HD VietSub
2312,https://phimmoichilla.net/info/dinh-menh-dam-mau-pm2312,Định Mệnh Đẫm Máu,https://i0.wp.com/img.phimmoichilla.net/images/film/dinh-menh-dam-mau-201608678.jpg,1,HD Thuyết Minh
2313,https://phimmoichilla.net/info/huyen-thoai-tran-chan-pm2313,Huyền Thoại Trần Chân,https://i0.wp.com/img.phimmoichilla.net/images/film/huyen-201608644.jpg,1,HD VietSub + Thuyết Minh
2314,https://phimmoichilla.net/info/han-chien-2-pm2314,Hàn Chiến 2,https://i0.wp.com/img.phimmoichilla.net/images/film/han-chien-2-cold-war-2-201606696.jpg,1,HD VietSub + Thuyết Minh
2315,https://phimmoichilla.net/info/quy-ngai-x-pm2315,Quý Ngài X,https://i0.wp.com/img.phimmoichilla.net/images/film/quy-ngai-x-201608727.jpg,1,HD Thuyết Minh
2316,https://phimmoichilla.net/info/co-nguoi-may-cua-toi-pm2316,Cô Người Máy Của Tôi,https://i0.wp.com/img.phimmoichilla.net/images/film/co-nguoi-may-cua-toi-201608454.jpg,1,HD VietSub
2317,https://phimmoichilla.net/info/chu-meo-sieu-quay-pm2317,Chú Mèo Siêu Quậy,https://i0.wp.com/img.phimmoichilla.net/images/film/chu-meo-sieu-quay-201608192.jpg,1,HD VietSub
2318,https://phimmoichilla.net/info/ngay-den-toi-pm2318,Ngày Đen Tối,https://i0.wp.com/img.phimmoichilla.net/images/film/ngay-den-toi-bastille-day-201605626.jpg,1,HD VietSub
2319,https://phimmoichilla.net/info/tam-giac-quy-pm2319,Tam Giác Quỷ,https://i0.wp.com/img.phimmoichilla.net/images/film/tam-giac-quy-201608283.jpg,1,HD Thuyết Minh
2320,https://phimmoichilla.net/info/tai-sao-danh-mat-ky-uc-pm2320,Tại Sao Đánh Mất Ký Ức,https://i0.wp.com/img.phimmoichilla.net/images/film/tai-sao-danh-mat-ky-uc-201608814.png,1,HD VietSub
2321,https://phimmoichilla.net/info/dong-dat-o-san-andreas-pm2321,Động Đất Ở San Andreas,https://i0.wp.com/img.phimmoichilla.net/images/film/dong-dat-o-san-andreas-201608625.jpg,1,HD Thuyết Minh
2322,https://phimmoichilla.net/info/dua-con-den-tu-thien-duong-pm2322,Đứa Con Đến Từ Thiên Đường,https://i0.wp.com/img.phimmoichilla.net/images/film/dua-con-den-tu-thien-duong-201608906.jpg,1,HD VietSub
2323,https://phimmoichilla.net/info/harry-potter-va-ten-tu-nhan-nguc-azkaban-pm2323,Harry Potter Và Tên Tù Nhân Ngục Azkaban,https://i0.wp.com/img.phimmoichilla.net/images/info/harry-potter-3-harry-potter-and-the-prisoner-of-azkaban.jpg,1,Bản Đẹp 1080P
2324,https://phimmoichilla.net/info/harry-potter-and-the-goblet-of-fire-pm2324,Harry Potter Và Chiếc Cốc Lửa,https://i0.wp.com/img.phimmoichilla.net/images/info/harry-potter-4-harry-potter-and-the-goblet-of-fire.jpg,1,Bản Đẹp 1080P
2325,https://phimmoichilla.net/info/dau-tri-nui-uy-ho-pm2325,Đấu Trí Núi Uy Hổ,https://i0.wp.com/img.phimmoichilla.net/images/film/dau-tri-nui-uy-ho-201608980.jpg,1,HD Thuyết Minh
2326,https://phimmoichilla.net/info/cuoc-choi-bi-an-pm2326,Cuộc Chơi Bí Ẩn,https://i0.wp.com/img.phimmoichilla.net/images/film/wazir-cuoc-choi-bi-an-201608132.jpg,1,HD Thuyết Minh
2327,https://phimmoichilla.net/info/thien-co-bien-pm2327,Thiên Cơ Biến,https://i0.wp.com/img.phimmoichilla.net/images/film/the-twins-effect-2003-vietsub-201701275.jpg,1,HD VietSub + Thuyết Minh
2328,https://phimmoichilla.net/info/sui-gia-dai-chien-2-pm2328,Sui Gia Đại Chiến 2,https://i0.wp.com/img.phimmoichilla.net/images/film/sui-gia-dai-chien-201608607.jpg,1,HD VietSub + Thuyết Minh
2329,https://phimmoichilla.net/info/cuoc-chien-chong-quy-du-pm2329,Cuộc Chiến Chống Quỷ Dữ,https://i0.wp.com/img.phimmoichilla.net/images/film/cuoc-chien-1-201708602.jpg,1,HD VietSub
2330,https://phimmoichilla.net/info/quai-xe-taxi-2-pm2330,Quái Xế Taxi 2,https://i0.wp.com/img.phimmoichilla.net/images/film/quai-xe-taxi-2-201609498.jpg,1,HD VietSub
2331,https://phimmoichilla.net/info/vai-dien-nang-do-pm2331,Vai Diễn Nặng Đô,https://i0.wp.com/img.phimmoichilla.net/images/film/vaidiennangdotopstar-2014-201608450.jpg,1,HD VietSub
2332,https://phimmoichilla.net/info/chien-binh-xanh-pm2332,Chiến Binh Xanh,https://i0.wp.com/img.phimmoichilla.net/images/film/chien-binh-den-long-xanh-201609530.jpg,1,HD VietSub
2333,https://phimmoichilla.net/info/doan-tau-khong-phanh-pm2333,Đoàn Tàu Không Phanh,https://i0.wp.com/img.phimmoichilla.net/images/film/doan-tau-khong-phanh-201608983.jpg,1,HD Thuyết Minh
2334,https://phimmoichilla.net/info/co-gai-cua-toi-pm2334,Cô Gái Của Tôi,https://i0.wp.com/img.phimmoichilla.net/images/film/co-gai-cua-toi-1-201707950.jpg,1,SD VietSub
2335,https://phimmoichilla.net/info/ky-uc-sat-thu-pm2335,Ký Ức Sát Thủ,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-ky-uc-sat-thu-assassins-memories-2016-201608211.jpg,1,HD Thuyết Minh
2336,https://phimmoichilla.net/info/truoc-ngay-em-den-pm2336,Trước Ngày Em Đến,https://i0.wp.com/img.phimmoichilla.net/images/film/truoc-ngay-em-den-me-before-you-201605375.jpg,1,HD VietSub + Thuyết Minh
2337,https://phimmoichilla.net/info/shaun-the-sheep-lac-da-sieu-quay-pm2337,Shaun the Sheep: Lạc Đà Siêu Quậy,https://i0.wp.com/img.phimmoichilla.net/images/film/may-con-cuu-oc-cho-1-201708565.jpg,1,HD VietSub
2338,https://phimmoichilla.net/info/ta-la-na-tra-pm2338,Ta Là Na Tra,https://i0.wp.com/img.phimmoichilla.net/images/film/na-tra-1-201709314.jpg,1,HD Thuyết Minh
2339,https://phimmoichilla.net/info/starship-ngay-tan-the-pm2339,Starship: Ngày Tận Thế,https://i0.wp.com/img.phimmoichilla.net/images/film/star-1-201708838.jpg,1,HD VietSub
2340,https://phimmoichilla.net/info/mat-trai-pho-wall-pm2340,Mặt Trái Phố Wall,https://i0.wp.com/img.phimmoichilla.net/images/film/mat-trai-pho-wall-money-monster-201603744.png,1,HD Thuyết Minh
2341,https://phimmoichilla.net/info/doraemon-nuoc-nhat-thoi-nguyen-thuy-pm2341,Doraemon: Nước Nhật Thời Nguyên Thủy,https://i0.wp.com/img.phimmoichilla.net/images/film/doraemon-nobita-tham-hiem-nuoc-nhat-thoi-nguyen-thuy-201605833.jpg,1,HD VietSub
2342,https://phimmoichilla.net/info/khai-tru-quy-du-pm2342,Khai Trừ Quỷ Dữ,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-khai-tru-quy-du-1920-london-201606186.jpg,1,HD Thuyết Minh
2343,https://phimmoichilla.net/info/harry-potter-and-the-chamber-of-secrets-pm2343,Harry Potter Và Phòng Chứa Bí Mật,https://i0.wp.com/img.phimmoichilla.net/images/info/harry-potter-2-harry-potter-and-the-chamber-of-secrets.jpg,1,Bản Đẹp 1080P
2345,https://phimmoichilla.net/info/em-da-yeu-anh-tu-rat-lau-pm2345,Em Đã Yêu Anh Từ Rất Lâu,https://i0.wp.com/img.phimmoichilla.net/images/film/yeu-1-201610153.jpg,1,HD VietSub
2346,https://phimmoichilla.net/info/truong-trung-hoc-quai-vat-pm2346,Trường Trung Học Quái Vật,https://i0.wp.com/img.phimmoichilla.net/images/film/truong-trung-hoc-quai-vat-201608733.jpg,1,HD Thuyết Minh
2347,https://phimmoichilla.net/info/chien-binh-nu-ho-pm2347,Chiến Binh Nữ Hổ,https://i0.wp.com/img.phimmoichilla.net/images/film/chien-201610389.jpg,1,HD VietSub
2348,https://phimmoichilla.net/info/diep-vien-salt-pm2348,Điệp Viên Salt,https://i0.wp.com/img.phimmoichilla.net/images/film/diep-vien-salt-201609816.jpg,1,HD Thuyết Minh
2349,https://phimmoichilla.net/info/ke-san-tinh-pm2349,Kẻ Săn Tình,https://i0.wp.com/img.phimmoichilla.net/images/film/priceless-2006-vietsub-201701749.jpg,1,HD VietSub
2350,https://phimmoichilla.net/info/nguoi-soi-hoi-sinh-pm2350,Người Sói Hồi Sinh,https://i0.wp.com/img.phimmoichilla.net/images/film/nguoi-soi-hoi-sinh-the-howling-reborn-201608658.jpg,1,HD VietSub
2351,https://phimmoichilla.net/info/nguoi-nhap-cu-pm2351,Người Nhập Cư,https://i0.wp.com/img.phimmoichilla.net/images/film/brooklyn-2015--201610918.jpg,1,HD Thuyết Minh
2352,https://phimmoichilla.net/info/truy-tim-tuong-phat-2-pm2352,Truy Tìm Tượng Phật 2,https://i0.wp.com/img.phimmoichilla.net/images/film/ong-bak-2-201610615.jpg,1,HD Thuyết Minh
2353,https://phimmoichilla.net/info/harry-potter-and-the-order-of-the-phoenix-pm2353,Harry Potter Và Mệnh Lệnh Phượng Hoàng,https://i0.wp.com/img.phimmoichilla.net/images/info/harry-potter-5-harry-potter-and-the-order-of-the-phoenix.jpg,1,Bản Đẹp 1080P
2354,https://phimmoichilla.net/info/the-gioi-ngam-2-tien-hoa-pm2354,Thế Giới Ngầm 2: Tiến Hóa,https://i0.wp.com/img.phimmoichilla.net/images/film/underworld-evolution-the-gioi-ngam-2-tien-hoa-201703887.jpg,1,HD VietSub
2355,https://phimmoichilla.net/info/giac-mo-sao-nam-pm2355,Giấc Mơ Sao Nam,https://i0.wp.com/img.phimmoichilla.net/images/film/giac-201612596.jpg,1,HD VietSub
2356,https://phimmoichilla.net/info/yeu-lam-ban-than-pm2356,Yêu Lầm Bạn Thân,https://i0.wp.com/img.phimmoichilla.net/images/film/yeu-lam-ban-than-201608151.jpg,1,HD VietSub
2357,https://phimmoichilla.net/info/chuan-men-pm2357,Chuẩn Men,https://i0.wp.com/img.phimmoichilla.net/images/film/the-right-1-201708943.jpg,1,HD VietSub
2358,https://phimmoichilla.net/info/kidnap-pm2358,Kidnap,https://i0.wp.com/img.phimmoichilla.net/images/film/kidnap-201610277.jpg,1,HD Trailer
2359,https://phimmoichilla.net/info/ke-hoach-lieu-linh-pm2359,Kế Hoạch Liều Lĩnh,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-ke-hoach-lieu-linh-keanu-2016-201608190.jpg,1,HD VietSub + Thuyết Minh
2360,https://phimmoichilla.net/info/cau-be-rung-xanh-pm2360,Cậu Bé Rừng Xanh,https://i0.wp.com/img.phimmoichilla.net/images/film/cau-be-rung-xanh-the-jungle-book-201603165.jpg,1,HD VietSub + Lồng Tiếng
2361,https://phimmoichilla.net/info/nguoi-bao-ve-2-pm2361,Người Bảo Vệ 2,https://i0.wp.com/img.phimmoichilla.net/images/film/nguoi-bao-ve-2-201608175.jpg,1,HD Thuyết Minh
2362,https://phimmoichilla.net/info/nguoi-doi-sat-thu-joke-pm2362,Người Dơi: Sát Thủ Joke,https://i0.wp.com/img.phimmoichilla.net/images/film/nguoi-doi-sat-thu-joke-201609333.jpg,1,HD VietSub
2363,https://phimmoichilla.net/info/sao-chien-tap-viii-pm2363,Sao Chiến Tập VIII,https://i0.wp.com/img.phimmoichilla.net/images/film/sao-chien-tap-viii-201609295.jpg,1,HD Trailer
2364,https://phimmoichilla.net/info/bay-vien-ngoc-rong-cuoc-chien-giua-cac-vi-than-pm2364,Bảy Viên Ngọc Rồng: Cuộc Chiến Giữa Các Vị Thần,https://i0.wp.com/img.phimmoichilla.net/images/film/dragon-ball-z-battle-of-gods-cuoc-chien-cua-cac-vi-than-201704615.jpg,1,HD VietSub
2365,https://phimmoichilla.net/info/ac-quy-jeruzalem-pm2365,Ác Quỷ Jeruzalem,https://i0.wp.com/img.phimmoichilla.net/images/film/ac-quy-jeruzalem-jeruzalem-201608277.jpg,1,HD VietSub
2366,https://phimmoichilla.net/info/su-yen-lang-chet-nguoi-pm2366,Sự Yên Lặng Chết Người,https://i0.wp.com/img.phimmoichilla.net/images/film/su-yen-lang-chet-nguoi-hush-2016-201608301.jpg,1,Tập 2 VIETSUB
2367,https://phimmoichilla.net/info/xac-song-chet-toi-pm2367,Xác Sống Chết Toi,https://i0.wp.com/img.phimmoichilla.net/images/film/xac-song-chet-toi-the-walking-deceased-2015-201608212.png,1,HD VietSub
2368,https://phimmoichilla.net/info/chay-dau-cho-thoat-pm2368,Chạy Đâu Cho Thoát,https://i0.wp.com/img.phimmoichilla.net/images/film/veteran-2015-vietsub-201701532.jpg,1,HD VietSub + Thuyết Minh
2369,https://phimmoichilla.net/info/ac-mong-pm2369,Ác Mộng,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-ac-mong-kinh-hoang-before-i-wake-201608932.jpg,1,HD VietSub
2370,https://phimmoichilla.net/info/cuoc-doi-steve-jobs-pm2370,Cuộc Đời Steve Jobs,https://i0.wp.com/img.phimmoichilla.net/images/film/steve-jobs-201608613.jpg,1,HD Thuyết Minh
2371,https://phimmoichilla.net/info/cuoc-chien-chong-quy-du-pm2371,Cuộc Chiến Chống Quỷ Dữ,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-cuoc-chien-chong-quy-du-daylights-end-201608509.jpg,1,HD VietSub
2372,https://phimmoichilla.net/info/tau-thoat-pm2372,Tẩu Thoát,https://i0.wp.com/img.phimmoichilla.net/images/film/traders-tau-thoat-201608560.jpg,1,HD VietSub
2373,https://phimmoichilla.net/info/tro-choi-huy-diet-pm2373,Trò Chơi Hủy Diệt,https://i0.wp.com/img.phimmoichilla.net/images/film/tro-choi-huy-diet-beta-test-201608809.jpg,1,HD VietSub
2374,https://phimmoichilla.net/info/tinh-yeu-dau-doi-pm2374,Tình Yêu Đầu Đời,https://i0.wp.com/img.phimmoichilla.net/images/film/tinh-yeu-dau-doi-201608501.jpg,1,HD VietSub
2375,https://phimmoichilla.net/info/sieu-nhan-chuon-chuon-pm2375,Siêu Nhân Chuồn Chuồn,https://i0.wp.com/img.phimmoichilla.net/images/film/sieu-nhan-chuon-chuon-201608820.jpg,1,HD VietSub
2376,https://phimmoichilla.net/info/diep-vu-voi-trang-pm2376,Điệp Vụ Voi Trắng,https://i0.wp.com/img.phimmoichilla.net/images/film/diep-vu-voi-trang-elephant-song-201608981.jpg,1,HD VietSub
2377,https://phimmoichilla.net/info/ngo-khong-truyen-chi-ton-bao-phan-1-pm2377,Ngộ Không Truyện: Chí Tôn Bảo Phần 1,https://i0.wp.com/img.phimmoichilla.net/images/film/monkey--king-return-ngo-khong-truyen-201608865.jpg,1,HD Thuyết Minh
2378,https://phimmoichilla.net/info/can-ke-cai-chet-pm2378,Cận Kề Cái Chết,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-can-ke-cai-chet-201701239.jpg,1,HD VietSub
2379,https://phimmoichilla.net/info/biet-doi-chong-toi-pham-pm2379,Biệt Đội Chống Tội Phạm,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-biet-doi-chong-toi-pham-vigilante-diaries-201608433.jpg,1,HD VietSub
2380,https://phimmoichilla.net/info/ke-san-lung-pm2380,Kẻ Săn Lùng,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-ke-san-lung-the-hunt-2016-201608233.jpg,1,HD Thuyết Minh
2381,https://phimmoichilla.net/info/ma-luan-pm2381,Ma Luân,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-ma-luan-the-precipice-game-201608467.jpg,1,HD VietSub
2382,https://phimmoichilla.net/info/truy-tim-tuong-phat-3-pm2382,Truy Tìm Tượng Phật 3,https://i0.wp.com/img.phimmoichilla.net/images/film/ong-bak-2-201610954.jpg,1,HD Thuyết Minh
2383,https://phimmoichilla.net/info/khu-rung-tu-sat-pm2383,Khu Rừng Tự Sát,https://i0.wp.com/img.phimmoichilla.net/images/film/khu-rung-tu-sat-201608192.jpg,1,HD VietSub
2384,https://phimmoichilla.net/info/ke-cuop-va-thien-than-pm2384,Kẻ Cướp Và Thiên Thần,https://i0.wp.com/img.phimmoichilla.net/images/film/ke-cuop-va-thien-than-outlaws-and-angels-201608865.jpg,1,HD VietSub
2385,https://phimmoichilla.net/info/nhung-chu-chim-gian-du-pm2385,Những Chú Chim Giận Dữ,https://i0.wp.com/img.phimmoichilla.net/images/film/angry-birds-201603724.jpg,1,HD VietSub + Lồng Tiếng
2386,https://phimmoichilla.net/info/ban-nhac-duong-pho-pm2386,Ban Nhạc Đường Phố,https://i0.wp.com/img.phimmoichilla.net/images/film/ban-nhac-duong-pho-201609770.jpg,1,HD VietSub
2387,https://phimmoichilla.net/info/mat-ma-da-vinci-pm2387,Mật Mã Da Vinci,https://i0.wp.com/img.phimmoichilla.net/images/film/mat-ma-da-vinci-201609804.jpg,1,HD Thuyết Minh
2388,https://phimmoichilla.net/info/co-nang-ca-tinh-2-pm2388,Cô Nàng Cá Tính 2,https://i0.wp.com/img.phimmoichilla.net/images/film/co-nang-ca-tinh-2-201608248.jpg,1,HD Thuyết Minh
2389,https://phimmoichilla.net/info/phim-hang-xom-cua-toi-la-totoro-pm2389,Hàng Xóm Của Tôi Là Totoro,https://i0.wp.com/img.phimmoichilla.net/images/film/hang-xom-cua-toi-la-totoro-201609825.jpg,1,HD Thuyết Minh
2390,https://phimmoichilla.net/info/white-house-down-pm2390,Giải Cứu Nhà Trắng,https://i0.wp.com/img.phimmoichilla.net/images/film/giai-cuu-nha-trang-201609385.jpg,1,HD Thuyết Minh
2391,https://phimmoichilla.net/info/diep-vien-xxx-pm2391,Điệp Viên xXx,https://i0.wp.com/img.phimmoichilla.net/images/film/diep-vien-xxx-201609120.jpg,1,HD Thuyết Minh
2392,https://phimmoichilla.net/info/thay-giao-araki-pm2392,Thầy Giáo Araki,https://i0.wp.com/img.phimmoichilla.net/images/film/thay-giao-araki-201609665.jpg,1,HD VietSub
2393,https://phimmoichilla.net/info/nha-que-len-pho-pm2393,Nhà Quê Lên Phố,https://i0.wp.com/img.phimmoichilla.net/images/film/4-idiots-2015-vietsub-201612420.jpg,1,HD VietSub
2394,https://phimmoichilla.net/info/quai-xe-taxi-4-pm2394,Quái Xế Taxi 4,https://i0.wp.com/img.phimmoichilla.net/images/film/quai-xe-taxi-4-201609519.jpg,1,HD VietSub
2395,https://phimmoichilla.net/info/quai-xe-taxi-3-pm2395,Quái Xế Taxi 3,https://i0.wp.com/img.phimmoichilla.net/images/film/quai-xe-taxi-3-201609153.jpg,1,HD VietSub
2396,https://phimmoichilla.net/info/boi-tin-pm2396,Bội Tín,https://i0.wp.com/img.phimmoichilla.net/images/film/boi-tin-broken-vow-201610377.jpg,1,HD Trailer
2397,https://phimmoichilla.net/info/dam-lay-chet-choc-pm2397,Đầm Lầy Chết Chóc,https://i0.wp.com/img.phimmoichilla.net/images/film/dam-lay-chet-choc-201609767.jpg,1,HD Thuyết Minh
2398,https://phimmoichilla.net/info/co-gai-trong-giac-mo-pm2398,Cô Gái Trong Giấc Mơ,https://i0.wp.com/img.phimmoichilla.net/images/film/co-gai-trong-giac-mo-201609496.jpg,1,HD VietSub
2399,https://phimmoichilla.net/info/bau-troi-tinh-yeu-pm2399,Bầu Trời Tình Yêu,https://i0.wp.com/img.phimmoichilla.net/images/film/bau-troi-tinh-yeu-201609159.jpg,1,HD Thuyết Minh
2400,https://phimmoichilla.net/info/kiem-si-pm2400,Kiếm Sĩ,https://i0.wp.com/img.phimmoichilla.net/images/film/kiem-si-the-fencer-miekkailija-201607958.jpg,1,HD VietSub
2401,https://phimmoichilla.net/info/nguoi-cha-va-co-chi-pm2401,Người Cha Và Cô Chị,https://i0.wp.com/img.phimmoichilla.net/images/film/nguoi-cha-va-co-chi-fathers-and-daughters-201607942.jpg,1,HD VietSub
2402,https://phimmoichilla.net/info/cuop-ngam-pm2402,Cướp Ngầm,https://i0.wp.com/img.phimmoichilla.net/images/film/cuop-ngam-marauders-201606136.png,1,HD Thuyết Minh
2403,https://phimmoichilla.net/info/chien-binh-cong-ly-pm2403,Chiến Binh Công Lý,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-code-of-honor-201607841.jpg,1,HD VietSub
2404,https://phimmoichilla.net/info/nhung-tay-bo-gia-pm2404,Những Tay Bố Già,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-nhung-tay-bo-gia-the-mobfathers-2016-201607559.jpg,1,HD VietSub + Thuyết Minh
2405,https://phimmoichilla.net/info/chien-binh-cuong-thi-pm2405,Chiến Binh Cương Thi,https://i0.wp.com/img.phimmoichilla.net/images/film/vampire-warriors-2010-vietsub-201612957.jpg,1,HD VietSub
2406,https://phimmoichilla.net/info/nguoi-do-dan-pm2406,Người Đỡ Đạn,https://i0.wp.com/img.phimmoichilla.net/images/film/nguoi-do-dan-201607778.jpg,1,HD Thuyết Minh
2407,https://phimmoichilla.net/info/toi-pham-pm2407,Tội Phạm,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-criminal-toi-pham-2016-201607740.jpg,1,HD Thuyết Minh
2408,https://phimmoichilla.net/info/ky-nghi-kinh-hoang-pm2408,Kỳ Nghỉ Kinh Hoàng,https://i0.wp.com/img.phimmoichilla.net/images/film/allgirlsweekendkynghikinhhoang-201607684.jpg,1,HD VietSub + Thuyết Minh
2409,https://phimmoichilla.net/info/con-duong-chet-choc-pm2409,Con Đường Chết Chóc,https://i0.wp.com/img.phimmoichilla.net/images/film/phim-con-duong-chet-choc-road-games-201607508.jpg,1,HD VietSub
2410,https://phimmoichilla.net/info/dung-dua-voi-zohan-pm2410,Đừng Đùa Với Zohan,https://i0.wp.com/img.phimmoichilla.net/images/film/dung-dua-voi-zohan-201607565.jpg,1,HD VietSub
2411,https://phimmoichilla.net/info/tam-nhan-hanh-pm2411,Tam Nhân Hành,https://i0.wp.com/img.phimmoichilla.net/images/film/tam-nhan-hanh-three-201607162.jpg,1,HD VietSub + Thuyết Minh
2412,https://phimmoichilla.net/info/mieng-banh-pm2412,Miếng Bánh,https://i0.wp.com/img.phimmoichilla.net/images/film/piece--of--cake-mieng-banh-201607217.jpg,1,HD VietSub
2413,https://phimmoichilla.net/info/long-tich-truyen-nhan-pm2413,Long Tích Truyền Nhân,https://i0.wp.com/img.phimmoichilla.net/images/film/legend-of-the-dragon-1990-full-201612534.jpg,1,HD Thuyết Minh
2414,https://phimmoichilla.net/info/sieu-nang-luc-tam-thoi-pm2414,Siêu Năng Lực Tạm Thời,https://i0.wp.com/img.phimmoichilla.net/images/film/chou-gentei--nouryoku-sieu-nang-luc-tam-thoi-201607358.jpg,1,HD VietSub
2415,https://phimmoichilla.net/info/dac-vu-bao-thu-pm2415,Đặc Vụ Báo Thù,https://i0.wp.com/img.phimmoichilla.net/images/film/dac-vu-201611859.jpg,1,HD VietSub
2416,https://phimmoichilla.net/info/loi-hen-the-pm2416,Lời Hẹn Thề,https://i0.wp.com/img.phimmoichilla.net/images/film/loi-hen-the-201607183.jpg,1,HD VietSub
2417,https://phimmoichilla.net/info/chien-binh-anh-hung-pm2417,Chiến Binh Anh Hùng,https://i0.wp.com/img.phimmoichilla.net/images/film/chien-binh-anh-hung-the-last-king-birkebeinerne-201607353.jpg,1,SD VietSub
